Date,Timestamp_From,Timestamp_To,Brand_Name,Exposure_Duration_Seconds,Channel,Ad Type,Category,Product,Sector,Event Type,Placement Type,Frequency/Count
18-11-2025,18:01:16,18:01:16,Ncell,11,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,18:01:28,18:01:28,Red Bull,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:01:33,18:01:33,Devil's Noodles,10,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Spicy Chicken Noodles,FMCG,,,1
18-11-2025,18:01:44,18:01:44,Pilot,8,Kantipur Max TV,COMMERCIAL_BREAK,Stationery,V Series Pen,FMCG,,,1
18-11-2025,18:01:53,18:01:53,N'aura,10,Kantipur Max TV,COMMERCIAL_BREAK,Personal Care,Beauty Product,FMCG,,,1
18-11-2025,18:02:04,18:02:04,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:02:09,18:02:09,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:02:19,18:02:19,Asianpaints,15,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,18:02:35,18:02:35,Himstar,4,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,18:02:40,18:02:40,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:02:46,18:02:46,Bajaj,3,Kantipur Max TV,COMMERCIAL_BREAK,Automobile,Pulsar,Automobile,,,1
18-11-2025,18:02:50,18:02:50,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:02:56,18:02:56,Presidential Graduate School,11,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,18:03:08,18:03:08,Spil,8,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Motor Insurance,Finance/Insurance,,,1
18-11-2025,18:03:17,18:03:17,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:03:22,18:03:22,Xtreme,11,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:03:50,18:03:53,Nemato Tiles,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,18:05:30,18:05:33,Siddhartha Bank,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Banking service,Siddhartha Bank,Finance,,Stadium Banner,1
18-11-2025,18:05:37,18:05:39,Siddhartha Bank,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Banking service,Siddhartha Bank,Finance,,Stadium Banner,1
18-11-2025,18:05:42,18:05:46,Xtreme,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:06:23,18:06:28,Nepal Life Insurance,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:06:47,18:06:49,Indrive,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:07:39,18:07:43,Pilot,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Stationery,Pilot,FMCG,,Jersey,1
18-11-2025,18:07:44,18:07:47,Indrive,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:07:52,18:07:58,Nemato Tiles,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,18:08:00,18:08:04,Indrive,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:08:28,18:08:31,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:08:54,18:08:59,Apple Securities Nepal,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Investment,Apple Securities Nepal,Finance,,Jersey,1
18-11-2025,18:09:16,18:09:16,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:09:26,18:09:26,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:09:33,18:09:33,Bajaj,2,Kantipur Max TV,COMMERCIAL_BREAK,Automobile,Pulsar,Automobile,,,1
18-11-2025,18:09:37,18:09:37,Asianpaints,5,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,18:09:43,18:09:43,Siddhartha Bank,4,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,18:09:48,18:09:48,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:10:34,18:10:39,Asianpaints,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Paint,Asianpaints,Industrial,,TV Overlay,1
18-11-2025,18:10:48,18:10:51,Devil's Noodles,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Food & Beverages,Devil's Noodles,FMCG,,Jersey,1
18-11-2025,18:11:20,18:11:25,Bajaj,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,18:11:56,18:12:02,Meizan,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Edible Oil & Cooking Essential,Meizan,FMCG,,TV Overlay,1
18-11-2025,18:12:45,18:12:49,Surya Jyoti Life Insurance,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Surya Jyoti Life Insurance,Finance/Insurance,,Wicket,1
18-11-2025,18:12:51,18:12:54,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:13:03,18:13:05,Nemato Tiles,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,18:14:21,18:14:23,Ncell,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,TV Overlay,1
18-11-2025,18:14:29,18:14:31,Nepal Life Insurance,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:14:32,18:14:37,Yeti Carpet,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Home Decor,Yeti Carpet,Home Furnishing,,TV Overlay,1
18-11-2025,18:15:00,18:15:00,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:15:05,18:15:05,Himstar,4,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,18:15:10,18:15:10,Sanima Reliance Life Insurance,20,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,18:15:31,18:15:31,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:15:54,18:15:56,Xtreme,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:16:30,18:16:35,Ncell,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,TV Overlay,1
18-11-2025,18:16:36,18:16:40,Himstar,12,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Consumer Durable-Home Appliances,Himstar,Consumer Durable,,TV Overlay,1
18-11-2025,18:16:41,18:16:43,Nepal Life Insurance,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:16:48,18:16:53,Yeti Carpet,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Home Decor,Yeti Carpet,Home Furnishing,,TV Overlay,1
18-11-2025,18:17:08,18:17:12,Xtreme,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:17:15,18:17:19,Bajaj,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,18:18:05,18:18:10,United Cement,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,United Cement,Industrial,,TV Overlay,1
18-11-2025,18:18:54,18:18:57,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:19:30,18:19:34,KIEC,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Higher Education,KIEC,Education,,TV Overlay,1
18-11-2025,18:19:35,18:19:39,Somany Tiles and Bathware,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Somany Tiles and Bathware,Industrial,,TV Overlay,1
18-11-2025,18:19:43,18:19:48,Embark College,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Higher Education,Embark College,Education,,TV Overlay,1
18-11-2025,18:19:57,18:20:02,Indrive,16,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:20:15,18:20:15,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:20:25,18:20:25,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,18:20:30,18:20:30,Wai Wai,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,18:20:35,18:20:35,Ncell,15,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,18:21:18,18:21:22,Nepal Life Insurance,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:21:23,18:21:28,Yeti Carpet,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Home Decor,Yeti Carpet,Home Furnishing,,TV Overlay,1
18-11-2025,18:22:02,18:22:06,Nepal Life Insurance,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:22:08,18:22:13,Yeti Carpet,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Home Decor,Yeti Carpet,Home Furnishing,,TV Overlay,1
18-11-2025,18:22:32,18:22:35,Sunfeast,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Food & Beverages,Sunfeast,FMCG,,TV Overlay,1
18-11-2025,18:22:36,18:22:41,Presidential Graduate School,18,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Higher Education,Presidential Graduate School,Education,,TV Overlay,1
18-11-2025,18:22:44,18:22:46,Indrive,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:23:21,18:23:26,Xtreme,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:24:01,18:24:04,Siddhartha Bank,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Banking service,Siddhartha Bank,Finance,,TV Overlay,1
18-11-2025,18:24:06,18:24:10,Parachute Naturale,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Hair Care,Parachute Naturale,FMCG,,TV Overlay,1
18-11-2025,18:24:18,18:24:20,Nemato Tiles,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,18:24:52,18:24:55,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:24:57,18:25:00,Bajaj,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,18:25:07,18:25:07,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:25:13,18:25:13,MIT,20,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,College,Education,,,1
18-11-2025,18:25:34,18:25:34,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:26:03,18:26:07,Indrive,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:26:13,18:26:17,Ncell,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,TV Overlay,1
18-11-2025,18:26:24,18:26:29,Nepal Life Insurance,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:26:30,18:26:35,Yeti Carpet,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Home Decor,Yeti Carpet,Home Furnishing,,TV Overlay,1
18-11-2025,18:26:47,18:26:54,Dafa News,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Journalism,Dafa News,Entertainment,,Stadium Banner,1
18-11-2025,18:26:56,18:27:01,Siddhartha Bank,13,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Banking service,Siddhartha Bank,Finance,,TV Overlay,1
18-11-2025,18:27:55,18:27:59,Asianpaints,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Paint,Asianpaints,Industrial,,TV Overlay,1
18-11-2025,18:28:01,18:28:06,KFC,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Food & Beverages,KFC,FMCG,,TV Overlay,1
18-11-2025,18:28:32,18:28:36,Xtreme,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:28:38,18:28:43,Bajaj,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,18:29:14,18:29:17,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:29:22,18:29:24,Bajaj,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Automobile,Bajaj,Automobile,,TV Overlay,1
18-11-2025,18:29:26,18:29:26,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:29:36,18:29:36,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,18:29:41,18:29:41,Sunfeast,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Dark Fantasy,FMCG,,,1
18-11-2025,18:29:46,18:29:46,Presidential Graduate School,3,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,18:29:51,18:29:51,Somany Tiles and Bathware,10,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles and Bathware,Industrial,,,1
18-11-2025,18:30:31,18:30:36,Spil,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Spil,Finance/Insurance,,Stadium Banner,1
18-11-2025,18:30:37,18:30:42,KIEC,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Higher Education,KIEC,Education,,TV Overlay,1
18-11-2025,18:31:09,18:31:13,Ncell,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Mobile Network,Ncell,Telecommunication,,TV Overlay,1
18-11-2025,18:31:21,18:31:25,Nepal Life Insurance,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:31:26,18:31:30,Yeti Carpet,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Home Decor,Yeti Carpet,Home Furnishing,,TV Overlay,1
18-11-2025,18:32:01,18:32:04,Spil,19,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Spil,Finance/Insurance,,Stadium Banner,1
18-11-2025,18:32:05,18:32:08,Xtreme,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:32:37,18:32:41,Nepal Life Insurance,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:34:36,18:34:41,Nepal Life Insurance,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:35:29,18:35:31,Nepal Clearing House Ltd.-Nepal PAY,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Digital Banking,Nepal Clearing House Ltd.-Nepal PAY,Finance/Insurance,,Boundary Board,1
18-11-2025,18:36:02,18:36:06,Surya Jyoti Life Insurance,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Surya Jyoti Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:38:07,18:38:07,Nepatop,5,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,18:38:13,18:38:13,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,18:38:18,18:38:18,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:38:23,18:38:23,Better Appliances,22,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,18:38:46,18:38:46,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:38:56,18:38:56,Asianpaints,4,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Wall paint,Industrial,,,1
18-11-2025,18:39:01,18:39:01,KIEC,13,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Education centre,Education,,,1
18-11-2025,18:40:05,18:40:07,Xtreme,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,Wicket,1
18-11-2025,18:40:50,18:40:50,Nepatop,3,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,18:40:54,18:40:54,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,18:40:59,18:40:59,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:41:04,18:41:04,Bajaj,4,Kantipur Max TV,COMMERCIAL_BREAK,Automobile,Pulsar,Automobile,,,1
18-11-2025,18:41:09,18:41:09,Presidential Graduate School,4,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,18:41:14,18:41:14,KIEC,5,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Education centre,Education,,,1
18-11-2025,18:41:20,18:41:20,Meizan,8,Kantipur Max TV,COMMERCIAL_BREAK,Edible Oil & Cooking Essential,Cooking Oil,FMCG,,,1
18-11-2025,18:42:51,18:42:51,Nepatop,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,18:42:56,18:42:56,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,18:43:01,18:43:01,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:43:06,18:43:06,KFC,12,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Crunchy Chicken,FMCG,,,1
18-11-2025,18:43:19,18:43:19,Lemonzaaaaa,8,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Nimbu Pani,FMCG,,,1
18-11-2025,18:43:28,18:43:28,Siddhartha Bank,3,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,18:44:37,18:44:37,Nepal Life Insurance,5,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:44:43,18:44:43,Wai Wai,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,18:44:48,18:44:48,Pilot,8,Kantipur Max TV,COMMERCIAL_BREAK,Stationery,V Series Pen,FMCG,,,1
18-11-2025,18:44:57,18:44:57,Somany Tiles and Bathware,5,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Tiles and Bathware,Industrial,,,1
18-11-2025,18:45:03,18:45:03,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:45:19,18:45:25,Xtreme,18,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:46:27,18:46:31,Indrive,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Ground,1
18-11-2025,18:46:46,18:46:48,Asianpaints,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Paint,Asianpaints,Industrial,,TV Overlay,1
18-11-2025,18:47:31,18:47:31,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:47:41,18:47:41,Asianpaints,5,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,18:47:47,18:47:47,Himstar,4,Kantipur Max TV,COMMERCIAL_BREAK,Consumer Durable-Home Appliances,Home Appliances,Consumer Durable,,,1
18-11-2025,18:47:52,18:47:52,Red Bull,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:47:57,18:47:57,KFC,11,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Crunchy Chicken,FMCG,,,1
18-11-2025,18:48:43,18:48:48,KFC,11,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Food & Beverages,KFC,FMCG,,TV Overlay,1
18-11-2025,18:50:24,18:50:26,Xtreme,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Beverages,Xtreme,FMCG,,TV Overlay,1
18-11-2025,18:50:39,18:50:42,Indrive,12,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Stadium Banner,1
18-11-2025,18:50:45,18:50:51,Embark College,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Higher Education,Embark College,Education,,TV Overlay,1
18-11-2025,18:51:04,18:51:06,Nemato Tiles,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Building Materials,Nemato Tiles,Industrial,,Jersey,1
18-11-2025,18:51:11,18:51:11,Wai Wai,4,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Quick Instant Noodles,FMCG,,,1
18-11-2025,18:51:16,18:51:16,Sunfeast,9,Kantipur Max TV,COMMERCIAL_BREAK,Food & Beverages,Dark Fantasy,FMCG,,,1
18-11-2025,18:51:26,18:51:26,Presidential Graduate School,3,Kantipur Max TV,COMMERCIAL_BREAK,Higher Education,Educational Courses,Education,,,1
18-11-2025,18:51:30,18:51:30,Parachute Naturale,16,Kantipur Max TV,COMMERCIAL_BREAK,Hair Care,Anti-Dandruff Shampoo,FMCG,,,1
18-11-2025,18:51:47,18:51:47,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:51:52,18:51:52,Siddhartha Bank,14,Kantipur Max TV,COMMERCIAL_BREAK,Banking service,General banking,Finance,,,1
18-11-2025,18:52:07,18:52:07,Xtreme,9,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:52:17,18:52:17,Ncell,14,Kantipur Max TV,COMMERCIAL_BREAK,Mobile Network,Data Pack,Telecommunication,,,1
18-11-2025,18:52:32,18:52:32,Red Bull,5,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:52:38,18:52:38,Nepal Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Insurance Policies,Finance/Insurance,,,1
18-11-2025,18:52:43,18:52:43,Xtreme,10,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:52:54,18:52:54,Asianpaints,6,Kantipur Max TV,COMMERCIAL_BREAK,Paint,Ultima Protek Shyne,Industrial,,,1
18-11-2025,18:53:01,18:53:01,Bajaj,3,Kantipur Max TV,COMMERCIAL_BREAK,Automobile,Pulsar,Automobile,,,1
18-11-2025,18:53:05,18:53:05,Nepal Telecom,11,Kantipur Max TV,COMMERCIAL_BREAK,Services-Fibre Provider,Fibre Services Provider,Services,,,1
18-11-2025,18:53:17,18:53:17,Xtreme,11,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:54:36,18:54:40,Indrive,14,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ride-hailing,Indrive,E-commerce/Tech,,Boundary Board,1
18-11-2025,18:54:42,18:54:48,Nepal Life Insurance,13,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Finance-Insurance,Nepal Life Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,18:56:15,18:56:15,Nepatop,4,Kantipur Max TV,COMMERCIAL_BREAK,Building Materials,Water Tank & Pipes,Industrial,,,1
18-11-2025,18:56:20,18:56:20,Surya Jyoti Life Insurance,4,Kantipur Max TV,COMMERCIAL_BREAK,Finance-Insurance,Life insurance,Finance/Insurance,,,1
18-11-2025,18:56:25,18:56:25,Xtreme,4,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
18-11-2025,18:56:30,18:56:30,ElectriVa,15,Kantipur Max TV,COMMERCIAL_BREAK,EV Infrastructure,EV Charging Network,Automobile,,,1
18-11-2025,18:56:46,18:56:46,Red Bull,3,Kantipur Max TV,COMMERCIAL_BREAK,Beverages,Energy Drink,FMCG,,,1
