Date,Timestamp_From,Timestamp_To,Exposure_Duration_Seconds,Channel,Ad Type,Brand_Name,Product,Category,Sector,Event Type,Placement Type,Frequency/Count
18-11-2025,13:58:22,13:58:26,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,13:58:27,13:58:37,10,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,13:58:38,13:58:50,12,Kantipur Max TV,COMMERCIAL_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,14:02:10,14:02:14,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,14:02:15,14:02:19,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:02:20,14:02:24,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:02:26,14:02:45,19,Kantipur Max TV,COMMERCIAL_BREAK,Plumber Pipes,Pipes & Fittings,Building Materials,Industrial,,,1
18-11-2025,14:02:46,14:02:49,3,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,14:07:58,14:08:07,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:08:08,14:08:12,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:08:14,14:08:17,3,Kantipur Max TV,COMMERCIAL_BREAK,Sunfeast,Dark Fantasy,Food & Beverages,FMCG,,,1
18-11-2025,14:08:18,14:08:21,3,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,14:08:22,14:08:32,10,Kantipur Max TV,COMMERCIAL_BREAK,Somany Tiles and Bathware,Tiles and Bathware,Building Materials,Industrial,,,1
18-11-2025,14:11:26,14:11:30,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:11:37,14:11:43,6,Kantipur Max TV,COMMERCIAL_BREAK,Embark College,Graduational Courses,Higher Education,Education,,,1
18-11-2025,14:11:44,14:11:55,11,Kantipur Max TV,COMMERCIAL_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,14:11:56,14:12:00,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:17:12,14:17:22,10,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:17:23,14:17:27,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:17:28,14:17:41,13,Kantipur Max TV,COMMERCIAL_BREAK,KIEC,Education centre,Higher Education,Education,,,1
18-11-2025,14:17:42,14:17:47,5,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:20:50,14:20:52,2,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,14:20:54,14:20:58,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:21:02,14:21:05,3,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,14:21:06,14:21:19,13,Kantipur Max TV,COMMERCIAL_BREAK,MIT,College,Higher Education,Education,,,1
18-11-2025,14:21:20,14:21:24,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:21:48,14:21:56,9,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:21:58,14:22:09,14,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:22:03,14:22:05,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Bajaj,Pulsar,Automobile,Automobile,,TV Overlay,1
18-11-2025,14:22:11,14:22:28,18,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:22:27,14:22:29,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,14:22:32,14:22:34,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Bajaj,Pulsar,Automobile,Automobile,,Boundary Board,1
18-11-2025,14:22:32,14:22:34,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Vayodha Hospital,Medical Services,Services-Medical,Healthcare,,Boundary Board,1
18-11-2025,14:22:32,14:22:34,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Boundary Board,1
18-11-2025,14:22:35,14:22:48,14,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,14:22:35,14:22:48,14,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Ground,1
18-11-2025,14:22:35,14:23:01,27,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:22:36,14:22:43,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,14:23:03,14:23:05,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:23:03,14:23:07,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Ground,1
18-11-2025,14:23:05,14:23:07,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Bajaj,Pulsar,Automobile,Automobile,,Boundary Board,1
18-11-2025,14:23:06,14:23:09,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,XEP Nepal,Sports Clothing,Lifestyle,Lifestyle,,Boundary Board,1
18-11-2025,14:23:08,14:23:10,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Boundary Board,1
18-11-2025,14:23:09,14:23:12,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:23:14,14:23:18,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:23:19,14:23:21,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,Boundary Board,1
18-11-2025,14:23:20,14:23:22,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,Boundary Board,1
18-11-2025,14:23:24,14:23:26,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:23:40,14:23:42,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Ground,1
18-11-2025,14:23:40,14:23:42,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:23:40,14:23:42,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,14:23:49,14:23:51,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,TV Overlay,1
18-11-2025,14:23:55,14:23:57,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,TV Overlay,1
18-11-2025,14:23:58,14:24:03,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,TV Overlay,1
18-11-2025,14:24:04,14:24:10,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Yeti Carpet,Carpets,Home Decor,Home Furnishing,,TV Overlay,1
18-11-2025,14:24:29,14:24:32,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Dafa News,News channel,Journalism,Entertainment,,Boundary Board,1
18-11-2025,14:24:33,14:24:36,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,14:24:40,14:24:45,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,TV Overlay,1
18-11-2025,14:24:46,14:24:50,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,TV Overlay,1
18-11-2025,14:24:51,14:24:55,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,TV Overlay,1
18-11-2025,14:25:09,14:25:11,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:25:12,14:25:14,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Ground,1
18-11-2025,14:25:17,14:25:20,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,Boundary Board,1
18-11-2025,14:25:21,14:25:24,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,TV Overlay,1
18-11-2025,14:25:32,14:25:41,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:25:42,14:25:47,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:25:48,14:25:52,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,14:25:53,14:25:57,4,Kantipur Max TV,COMMERCIAL_BREAK,Somany Tiles and Bathware,Tiles and Bathware,Building Materials,Industrial,,,1
18-11-2025,14:25:58,14:26:09,11,Kantipur Max TV,COMMERCIAL_BREAK,KFC,Crunchy Chicken,Food & Beverages,FMCG,,,1
18-11-2025,14:26:38,14:26:41,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Stadium Banner,1
18-11-2025,14:26:42,14:26:49,8,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Parachute Naturale,Anti-Dandruff Shampoo,Hair Care,FMCG,,TV Overlay,1
18-11-2025,14:27:01,14:27:08,7,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:27:33,14:27:36,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,14:27:37,14:27:42,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:27:43,14:27:47,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,14:27:48,14:27:52,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:27:53,14:27:57,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:27:58,14:28:02,4,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,14:28:04,14:28:07,3,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,14:28:08,14:28:14,6,Kantipur Max TV,COMMERCIAL_BREAK,Access Education Network,Education Consultancy,Education Consultancy,Education,,,1
18-11-2025,14:28:15,14:28:23,8,Kantipur Max TV,COMMERCIAL_BREAK,Meizan,Cooking Oil,Edible Oil & Cooking Essential,FMCG,,,1
18-11-2025,14:28:24,14:28:39,16,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,14:28:40,14:28:49,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:28:50,14:29:04,15,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,14:29:05,14:29:10,5,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:29:11,14:29:15,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:29:16,14:29:25,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:29:26,14:29:32,7,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:29:33,14:29:36,3,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,14:29:38,14:29:47,9,Kantipur Max TV,COMMERCIAL_BREAK,Blue Star,Blue Star,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,14:29:48,14:29:57,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:30:09,14:30:11,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:30:12,14:30:16,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,Ground,1
18-11-2025,14:30:32,14:30:35,4,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Stadium Banner,1
18-11-2025,14:30:39,14:30:41,3,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:30:50,14:31:01,12,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Stadium Banner,1
18-11-2025,14:30:56,14:31:00,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,TV Overlay,1
18-11-2025,14:31:20,14:31:24,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Indrive,Ride-sharing,Ride-hailing,E-commerce/Tech,,Stadium Banner,1
18-11-2025,14:32:00,14:32:05,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:32:06,14:32:09,3,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,14:32:10,14:32:20,10,Kantipur Max TV,COMMERCIAL_BREAK,Sunfeast,Dark Fantasy,Food & Beverages,FMCG,,,1
18-11-2025,14:32:21,14:32:24,3,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,14:32:25,14:32:29,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,14:32:30,14:32:35,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:36:37,14:36:46,10,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:36:47,14:36:51,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:36:52,14:37:02,10,Kantipur Max TV,COMMERCIAL_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:37:03,14:37:15,13,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Ncell,Data Pack,Mobile Network,Telecommunication,,,1
18-11-2025,14:40:37,14:40:39,2,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,14:40:42,14:40:46,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:40:47,14:40:53,6,Kantipur Max TV,COMMERCIAL_BREAK,Embark College,Graduational Courses,Higher Education,Education,,,1
18-11-2025,14:40:54,14:40:58,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,14:40:59,14:41:10,11,Kantipur Max TV,COMMERCIAL_BREAK,Somany Tiles and Bathware,Tiles and Bathware,Building Materials,Industrial,,,1
18-11-2025,14:41:11,14:41:15,5,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:44:31,14:44:33,2,Kantipur Max TV,COMMERCIAL_BREAK,Bajaj,Pulsar,Automobile,Automobile,,,1
18-11-2025,14:44:34,14:44:39,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:44:40,14:44:46,6,Kantipur Max TV,COMMERCIAL_BREAK,Embark College,Graduational Courses,Higher Education,Education,,,1
18-11-2025,14:44:47,14:44:51,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,14:44:52,14:45:02,10,Kantipur Max TV,COMMERCIAL_BREAK,Somany Tiles and Bathware,Tiles and Bathware,Building Materials,Industrial,,,1
18-11-2025,14:45:03,14:45:08,6,Kantipur Max TV,SPOT_OUTSIDE_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:47:17,14:47:21,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,14:47:22,14:47:27,5,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:47:28,14:47:32,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:47:33,14:47:37,4,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,14:47:38,14:47:42,4,Kantipur Max TV,COMMERCIAL_BREAK,KIEC,Education centre,Higher Education,Education,,,1
18-11-2025,14:47:43,14:47:55,12,Kantipur Max TV,COMMERCIAL_BREAK,KFC,Crunchy Chicken,Food & Beverages,FMCG,,,1
18-11-2025,14:49:41,14:49:45,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:49:46,14:49:51,5,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,14:49:52,14:49:56,4,Kantipur Max TV,COMMERCIAL_BREAK,Siddhartha Bank,General banking,Banking service,Finance,,,1
18-11-2025,14:53:29,14:53:38,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,14:53:39,14:53:43,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:53:44,14:53:49,5,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,14:53:50,14:53:54,4,Kantipur Max TV,COMMERCIAL_BREAK,Sunfeast,Dark Fantasy,Food & Beverages,FMCG,,,1
18-11-2025,14:53:55,14:53:58,3,Kantipur Max TV,COMMERCIAL_BREAK,Presidential Graduate School,Educational Courses,Higher Education,Education,,,1
18-11-2025,14:53:59,14:54:08,9,Kantipur Max TV,COMMERCIAL_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:57:06,14:57:10,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:57:11,14:57:13,2,Kantipur Max TV,COMMERCIAL_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,14:57:14,14:57:24,10,Kantipur Max TV,COMMERCIAL_BREAK,Blue Star,Blue Star,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,14:57:25,14:57:29,4,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,14:57:30,14:57:35,5,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,15:02:59,15:03:08,9,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,15:03:09,15:03:15,6,Kantipur Max TV,COMMERCIAL_BREAK,Asianpaints,Ultima Protek Shyne,Paint,Industrial,,,1
18-11-2025,15:03:16,15:03:24,8,Kantipur Max TV,COMMERCIAL_BREAK,Meizan,Cooking Oil,Edible Oil & Cooking Essential,FMCG,,,1
18-11-2025,15:03:25,15:03:39,14,Kantipur Max TV,COMMERCIAL_BREAK,Mountain Dew,Soft Drink,Beverages,FMCG,,,1
18-11-2025,15:07:41,15:07:45,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,15:07:46,15:07:50,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,15:07:51,15:07:55,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,15:07:56,15:08:11,15,Kantipur Max TV,COMMERCIAL_BREAK,Nebico digestive,Biscuits,Food & Beverages,FMCG,,,1
18-11-2025,15:08:12,15:08:16,4,Kantipur Max TV,COMMERCIAL_BREAK,Red Bull,Energy Drink,Beverages,FMCG,,,1
18-11-2025,15:08:17,15:08:19,2,Kantipur Max TV,COMMERCIAL_BREAK,Spil,Motor Insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,15:09:36,15:09:41,5,Kantipur Max TV,COMMERCIAL_BREAK,Nepal Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,15:09:44,15:09:46,2,Kantipur Max TV,COMMERCIAL_BREAK,Himstar,Home Appliances,Consumer Durable-Home Appliances,Consumer Durable,,,1
18-11-2025,15:09:47,15:09:53,6,Kantipur Max TV,COMMERCIAL_BREAK,Embark College,Graduational Courses,Higher Education,Education,,,1
18-11-2025,15:09:54,15:09:58,4,Kantipur Max TV,COMMERCIAL_BREAK,Wai Wai,Quick Instant Noodles,Food & Beverages,FMCG,,,1
18-11-2025,15:09:59,15:10:10,11,Kantipur Max TV,COMMERCIAL_BREAK,KFC,Crunchy Chicken,Food & Beverages,FMCG,,,1
18-11-2025,15:13:56,15:14:00,4,Kantipur Max TV,COMMERCIAL_BREAK,Nepatop,Water Tank & Pipes,Building Materials,Industrial,,,1
18-11-2025,15:14:01,15:14:05,4,Kantipur Max TV,COMMERCIAL_BREAK,Surya Jyoti Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
18-11-2025,15:14:06,15:14:10,4,Kantipur Max TV,COMMERCIAL_BREAK,Xtreme,Energy Drink,Beverages,FMCG,,,1
18-11-2025,15:14:11,15:14:31,20,Kantipur Max TV,COMMERCIAL_BREAK,Sanima Reliance Life Insurance,Life insurance,Finance-Insurance,Finance/Insurance,,,1
